Time_ms,iliacus_left,iliacus_right,psoas_left,psoas_right,iliacus_left_envelope,iliacus_right_envelope,psoas_left_envelope,psoas_right_envelope
26,0.0728968627421411,0.0728968627421411,0.0728968627421411,0.0728968627421411,0.00018256334817492404,0.00018256334817492466,0.00018256334817492155,0.00018256334817491761
27,0.0750111069630459,0.0750111069630459,0.0750111069630459,0.0750111069630459,0.00018184349258108608,0.0001818434925810867,0.00018184349258108362,0.00018184349258107969
28,0.0770513242775789,0.0770513242775789,0.0770513242775789,0.0770513242775789,0.00018113207789846792,0.00018113207789846857,0.0001811320778984655,0.00018113207789846155
29,0.079015501237569,0.079015501237569,0.079015501237569,0.079015501237569,0.00018042893529526677,0.0001804289352952674,0.00018042893529526436,0.00018042893529526043
30,0.0809016994374947,0.0809016994374947,0.0809016994374947,0.0809016994374947,0.00017973390162862604,0.0001797339016286267,0.00017973390162862363,0.00017973390162861973
31,0.0827080574274561,0.0827080574274561,0.0827080574274561,0.0827080574274561,0.00017904681925639515,0.00017904681925639578,0.00017904681925639274,0.00017904681925638884
32,0.0844327925502015,0.0844327925502015,0.0844327925502015,0.0844327925502015,0.00017836753579453322,0.00017836753579453384,0.00017836753579453084,0.00017836753579452693
33,0.0860742027003943,0.0860742027003943,0.0860742027003943,0.0860742027003943,0.00017769590384007812,0.00017769590384007878,0.00017769590384007574,0.0001776959038400719
34,0.0876306680043863,0.0876306680043863,0.0876306680043863,0.0876306680043863,0.00017703178067245094,0.00017703178067245154,0.00017703178067244855,0.0001770317806724447
35,0.0891006524188367,0.0891006524188367,0.0891006524188367,0.0891006524188367,0.00017637502794846458,0.00017637502794846523,0.00017637502794846225,0.0001763750279484584
36,0.0904827052466019,0.0904827052466019,0.0904827052466019,0.0904827052466019,0.000175725511402403,0.00017572551140240364,0.00017572551140240068,0.00017572551140239686
37,0.0917754625683981,0.0917754625683981,0.0917754625683981,0.0917754625683981,0.0001750831005605619,0.0001750831005605625,0.00017508310056055956,0.00017508310056055574
38,0.0929776485888251,0.0929776485888251,0.0929776485888251,0.0929776485888251,0.00017444766847802813,0.00017444766847802878,0.00017444766847802583,0.000174447668478022
39,0.0940880768954225,0.0940880768954225,0.0940880768954225,0.0940880768954225,0.00017381909150153814,0.0001738190915015388,0.00017381909150153584,0.00017381909150153204
40,0.0951056516295153,0.0951056516295153,0.0951056516295153,0.0951056516295153,0.0001731972490618693,0.00017319724906186989,0.00017319724906186698,0.00017319724906186322
41,0.0960293685676943,0.0960293685676943,0.0960293685676943,0.0960293685676943,0.00017258202349541092,0.00017258202349541154,0.00017258202349540862,0.00017258202349540485
42,0.0968583161128631,0.0968583161128631,0.0968583161128631,0.0968583161128631,0.00017197329989458558,0.00017197329989458618,0.0001719732998945833,0.00017197329989457954
43,0.0975916761938747,0.0975916761938747,0.0975916761938747,0.0975916761938747,0.00017137096598419127,0.00017137096598419187,0.000171370965984189,0.00017137096598418525
44,0.0982287250728688,0.0982287250728688,0.0982287250728688,0.0982287250728688,0.00017077491202084337,0.000170774912020844,0.0001707749120208411,0.00017077491202083738
45,0.0987688340595137,0.0987688340595137,0.0987688340595137,0.0987688340595137,0.0001701850307114991,0.0001701850307114997,0.00017018503071149682,0.00017018503071149313
46,0.0992114701314478,0.0992114701314478,0.0992114701314478,0.0992114701314478,0.0001696012171472175,0.00016960121714721809,0.0001696012171472152,0.00016960121714721153
47,0.099556196460308,0.099556196460308,0.099556196460308,0.099556196460308,0.00016902336874820783,0.00016902336874820843,0.00016902336874820555,0.00016902336874820187
48,0.0998026728428271,0.0998026728428271,0.0998026728428271,0.0998026728428271,0.00016845138521650511,0.0001684513852165057,0.00016845138521650287,0.0001684513852164992
49,0.0999506560365731,0.0999506560365731,0.0999506560365731,0.0999506560365731,0.00016788516849314578,0.00016788516849314638,0.00016788516849314353,0.00016788516849313987
50,0.1,0.1,0.1,0.1,0.00016732462271711504,0.00016732462271711564,0.0001673246227171128,0.00016732462271710916
51,0.0999506560365731,0.0999506560365731,0.0999506560365731,0.0999506560365731,0.00016676965418410268,0.00016676965418410328,0.00016676965418410043,0.0001667696541840968
52,0.0998026728428271,0.0998026728428271,0.0998026728428271,0.0998026728428271,0.00016622017130354336,0.00016622017130354393,0.0001662201713035411,0.0001662201713035375
53,0.099556196460308,0.099556196460308,0.099556196460308,0.099556196460308,0.00016567608455313835,0.00016567608455313895,0.00016567608455313616,0.00016567608455313253
54,0.0992114701314478,0.0992114701314478,0.0992114701314478,0.0992114701314478,0.00016513730643044494,0.0001651373064304455,0.00016513730643044275,0.00016513730643043914
55,0.0987688340595137,0.0987688340595137,0.0987688340595137,0.0987688340595137,0.00016460375140164545,0.00016460375140164605,0.00016460375140164325,0.00016460375140163968
56,0.0982287250728688,0.0982287250728688,0.0982287250728688,0.0982287250728688,0.00016407533584788286,0.00016407533584788343,0.00016407533584788066,0.0001640753358478771
57,0.0975916761938747,0.0975916761938747,0.0975916761938747,0.0975916761938747,0.00016355197800982878,0.00016355197800982938,0.0001635519780098266,0.00016355197800982306
58,0.0968583161128631,0.0968583161128631,0.0968583161128631,0.0968583161128631,0.00016303359793128883,0.00016303359793128942,0.00016303359793128666,0.0001630335979312831
59,0.0960293685676943,0.0960293685676943,0.0960293685676943,0.0960293685676943,0.0001625201174027005,0.0001625201174027011,0.00016252011740269833,0.00016252011740269478
60,0.0951056516295153,0.0951056516295153,0.0951056516295153,0.0951056516295153,0.00016201145990539878,0.00016201145990539932,0.00016201145990539658,0.00016201145990539306
61,0.0940880768954225,0.0940880768954225,0.0940880768954225,0.0940880768954225,0.00016150755055740755,0.0001615075505574081,0.00016150755055740535,0.00016150755055740186
62,0.0929776485888251,0.0929776485888251,0.0929776485888251,0.0929776485888251,0.00016100831606145083,0.00016100831606145137,0.00016100831606144866,0.00016100831606144514
63,0.0917754625683981,0.0917754625683981,0.0917754625683981,0.0917754625683981,0.00016051368465567445,0.00016051368465567502,0.0001605136846556723,0.00016051368465566881
64,0.0904827052466019,0.0904827052466019,0.0904827052466019,0.0904827052466019,0.0001600235860674601,0.00016002358606746067,0.00016002358606745793,0.0001600235860674545
65,0.0891006524188368,0.0891006524188368,0.0891006524188368,0.0891006524188368,0.00015953795147050076,0.0001595379514705013,0.00015953795147049862,0.00015953795147049513
66,0.0876306680043863,0.0876306680043863,0.0876306680043863,0.0876306680043863,0.0001590567134451874,0.00015905671344518794,0.00015905671344518526,0.0001590567134451818
67,0.0860742027003943,0.0860742027003943,0.0860742027003943,0.0860742027003943,0.0001585798059421907,0.00015857980594219124,0.00015857980594218856,0.0001585798059421851
68,0.0844327925502015,0.0844327925502015,0.0844327925502015,0.0844327925502015,0.0001581071642490178,0.00015810716424901835,0.00015810716424901567,0.00015810716424901223
69,0.0827080574274561,0.0827080574274561,0.0827080574274561,0.0827080574274561,0.00015763872495923214,0.00015763872495923266,0.00015763872495923,0.00015763872495922656
70,0.0809016994374947,0.0809016994374947,0.0809016994374947,0.0809016994374947,0.0001571744259439535,0.00015717442594395404,0.00015717442594395136,0.00015717442594394794
71,0.079015501237569,0.079015501237569,0.079015501237569,0.079015501237569,0.0001567142063252377,0.00015671420632523822,0.00015671420632523556,0.00015671420632523217
72,0.0770513242775789,0.0770513242775789,0.0770513242775789,0.0770513242775789,0.00015625800645090494,0.00015625800645090548,0.00015625800645090285,0.00015625800645089943
73,0.0750111069630459,0.0750111069630459,0.0750111069630459,0.0750111069630459,0.00015580576787042414,0.00015580576787042465,0.00015580576787042202,0.00015580576787041863
74,0.0728968627421411,0.0728968627421411,0.0728968627421411,0.0728968627421411,0.00015535743331146964,0.00015535743331147018,0.00015535743331146755,0.00015535743331146417
75,0.0707106781186547,0.0707106781186547,0.0707106781186547,0.0707106781186547,0.00015491294665683584,0.00015491294665683639,0.00015491294665683376,0.0001549129466568304
76,0.0684547105928688,0.0684547105928688,0.0684547105928688,0.0684547105928688,0.0001544722529214336,0.00015447225292143413,0.0001544722529214315,0.00015447225292142817
77,0.0661311865323651,0.0661311865323651,0.0661311865323651,0.0661311865323651,0.00015403529822916883,0.00015403529822916937,0.00015403529822916674,0.0001540352982291634
78,0.0637423989748689,0.0637423989748689,0.0637423989748689,0.0637423989748689,0.00015360202978955816,0.0001536020297895587,0.00015360202978955607,0.00015360202978955274
79,0.0612907053652976,0.0612907053652976,0.0612907053652976,0.0612907053652976,0.00015317239587400242,0.00015317239587400296,0.00015317239587400036,0.00015317239587399705
80,0.0587785252292473,0.0587785252292473,0.0587785252292473,0.0587785252292473,0.00015274634579169472,0.00015274634579169526,0.00015274634579169266,0.00015274634579168935
81,0.056208337785213,0.056208337785213,0.056208337785213,0.056208337785213,0.0001523238298651865,0.000152323829865187,0.00015232382986518444,0.00015232382986518113
82,0.0535826794978996,0.0535826794978996,0.0535826794978996,0.0535826794978996,0.00015190479940568072,0.00015190479940568126,0.00015190479940567868,0.00015190479940567538
83,0.0509041415750371,0.0509041415750371,0.0509041415750371,0.0509041415750371,0.0001514892066881469,0.00015148920668814743,0.00015148920668814486,0.00015148920668814155
84,0.0481753674101715,0.0481753674101715,0.0481753674101715,0.0481753674101715,0.0001510770049263798,0.00015107700492638035,0.00015107700492637778,0.0001510770049263745
85,0.0453990499739546,0.0453990499739546,0.0453990499739546,0.0453990499739546,0.00015066814824813262,0.00015066814824813316,0.0001506681482481306,0.0001506681482481273
86,0.0425779291565072,0.0425779291565072,0.0425779291565072,0.0425779291565072,0.00015026259167046224,0.00015026259167046278,0.00015026259167046023,0.00015026259167045698
87,0.039714789063478,0.039714789063478,0.039714789063478,0.039714789063478,0.0001498602910754199,0.00014986029107542044,0.00014986029107541787,0.00014986029107541464
88,0.0368124552684678,0.0368124552684678,0.0368124552684678,0.0368124552684678,0.00014946120318621214,0.00014946120318621268,0.00014946120318621014,0.00014946120318620688
89,0.0338737920245291,0.0338737920245291,0.0338737920245291,0.0338737920245291,0.00014906528554394294,0.00014906528554394345,0.00014906528554394093,0.00014906528554393768
90,0.0309016994374947,0.0309016994374947,0.0309016994374947,0.0309016994374947,0.000148672496485031,0.0001486724964850315,0.00014867249648502898,0.00014867249648502576
91,0.0278991106039229,0.0278991106039229,0.0278991106039229,0.0278991106039229,0.00014828279511937707,0.00014828279511937758,0.00014828279511937509,0.00014828279511937186
92,0.0248689887164854,0.0248689887164854,0.0248689887164854,0.0248689887164854,0.0001478961413093362,0.00014789614130933674,0.00014789614130933422,0.000147896141309331
93,0.0218143241396542,0.0218143241396542,0.0218143241396542,0.0218143241396542,0.00014751249564952994,0.00014751249564953046,0.00014751249564952796,0.00014751249564952477
94,0.0187381314585724,0.0187381314585724,0.0187381314585724,0.0187381314585724,0.00014713181944751535,0.00014713181944751586,0.00014713181944751337,0.00014713181944751017
95,0.0156434465040231,0.0156434465040231,0.0156434465040231,0.0156434465040231,0.0001467540747053102,0.0001467540747053107,0.0001467540747053082,0.00014675407470530504
96,0.0125333233564304,0.0125333233564304,0.0125333233564304,0.0125333233564304,0.00014637922410175931,0.0001463792241017598,0.00014637922410175734,0.00014637922410175416
97,0.0094108313318514,0.0094108313318514,0.0094108313318514,0.0094108313318514,0.00014600723097571452,0.00014600723097571506,0.00014600723097571257,0.0001460072309757094
98,0.0062790519529313,0.0062790519529313,0.0062790519529313,0.0062790519529313,0.00014563805930999115,0.0001456380593099917,0.0001456380593099892,0.00014563805930998603
99,0.0031410759078128,0.0031410759078128,0.0031410759078128,0.0031410759078128,0.0001452716737160566,0.0001452716737160571,0.00014527167371605464,0.00014527167371605147
100,1.2246467991473533e-17,1.2246467991473533e-17,1.2246467991473533e-17,1.2246467991473533e-17,0.00014490803941940162,0.00014490803941940214,0.0001449080394193997,0.00014490803941939656
101,-0.0031410759078128,-0.0031410759078128,-0.0031410759078128,-0.0031410759078128,0.00013570003553194755,0.00013570003553194852,0.0001357000355319459,0.00013570003553194248
102,-0.0062790519529313,-0.0062790519529313,-0.0062790519529313,-0.0062790519529313,0.00012897011651272515,0.00012897011651272658,0.00012897011651272352,0.00012897011651272005
103,-0.0094108313318514,-0.0094108313318514,-0.0094108313318514,-0.0094108313318514,0.00012457859004399755,0.00012457859004399942,0.00012457859004399603,0.0001245785900439925
104,-0.0125333233564304,-0.0125333233564304,-0.0125333233564304,-0.0125333233564304,0.00012204938728932893,0.00012204938728933115,0.00012204938728932738,0.00012204938728932387
105,-0.015643446504023,-0.015643446504023,-0.015643446504023,-0.015643446504023,0.00012088037847796903,0.00012088037847797148,0.00012088037847796748,0.00012088037847796397
106,-0.0187381314585724,-0.0187381314585724,-0.0187381314585724,-0.0187381314585724,0.0001205315633588049,0.00012053156335880751,0.00012053156335880333,0.00012053156335879984
107,-0.0218143241396542,-0.0218143241396542,-0.0218143241396542,-0.0218143241396542,0.00012051288991980195,0.00012051288991980458,0.00012051288991980038,0.00012051288991979687
108,-0.0248689887164854,-0.0248689887164854,-0.0248689887164854,-0.0248689887164854,0.00012043005314869021,0.00012043005314869279,0.00012043005314868865,0.00012043005314868516
109,-0.0278991106039229,-0.0278991106039229,-0.0278991106039229,-0.0278991106039229,0.00011999382020415775,0.00011999382020416022,0.00011999382020415625,0.00011999382020415273
110,-0.0309016994374947,-0.0309016994374947,-0.0309016994374947,-0.0309016994374947,0.0001189877834795652,0.00011898778347956748,0.00011898778347956381,0.00011898778347956025
111,-0.0338737920245291,-0.0338737920245291,-0.0338737920245291,-0.0338737920245291,0.00011731176975568172,0.00011731176975568377,0.00011731176975568042,0.00011731176975567678
112,-0.0368124552684677,-0.0368124552684677,-0.0368124552684677,-0.0368124552684677,0.00011488634355840456,0.00011488634355840637,0.0001148863435584034,0.00011488634355839972
113,-0.039714789063478,-0.039714789063478,-0.039714789063478,-0.039714789063478,0.0001117305577965491,0.00011173055779655069,0.00011173055779654812,0.00011173055779654438
114,-0.0425779291565072,-0.0425779291565072,-0.0425779291565072,-0.0425779291565072,0.00010786181178350296,0.00010786181178350431,0.00010786181178350214,0.00010786181178349842
115,-0.0453990499739546,-0.0453990499739546,-0.0453990499739546,-0.0453990499739546,0.00010335875646064355,0.00010335875646064466,0.0001033587564606429,0.00010335875646063916
116,-0.0481753674101715,-0.0481753674101715,-0.0481753674101715,-0.0481753674101715,9.83058685566839e-05,9.83058685566849e-05,9.830586855668347e-05,9.830586855667977e-05
117,-0.0509041415750371,-0.0509041415750371,-0.0509041415750371,-0.0509041415750371,9.280549474899744e-05,9.280549474899822e-05,9.280549474899716e-05,9.28054947489935e-05
118,-0.0535826794978996,-0.0535826794978996,-0.0535826794978996,-0.0535826794978996,8.69847860381555e-05,8.698478603815624e-05,8.698478603815536e-05,8.698478603815186e-05
119,-0.056208337785213,-0.056208337785213,-0.056208337785213,-0.056208337785213,8.095374121641981e-05,8.09537412164204e-05,8.095374121641981e-05,8.095374121641638e-05
120,-0.0587785252292473,-0.0587785252292473,-0.0587785252292473,-0.0587785252292473,7.486110321746339e-05,7.486110321746405e-05,7.486110321746347e-05,7.486110321746027e-05
121,-0.0612907053652976,-0.0612907053652976,-0.0612907053652976,-0.0612907053652976,6.882059533594076e-05,6.882059533594133e-05,6.882059533594086e-05,6.882059533593782e-05
122,-0.0637423989748689,-0.0637423989748689,-0.0637423989748689,-0.0637423989748689,6.298520863001919e-05,6.298520863001986e-05,6.298520863001925e-05,6.298520863001652e-05
123,-0.0661311865323651,-0.0661311865323651,-0.0661311865323651,-0.0661311865323651,5.747159387567573e-05,5.747159387567634e-05,5.747159387567566e-05,5.7471593875673165e-05
124,-0.0684547105928688,-0.0684547105928688,-0.0684547105928688,-0.0684547105928688,5.242074875483415e-05,5.242074875483482e-05,5.2420748754833894e-05,5.242074875483175e-05
125,-0.0707106781186547,-0.0707106781186547,-0.0707106781186547,-0.0707106781186547,4.7941485073022515e-05,4.7941485073023145e-05,4.7941485073022e-05,4.794148507302016e-05
126,-0.0728968627421411,-0.0728968627421411,-0.0728968627421411,-0.0728968627421411,4.4135599070695256e-05,4.413559907069585e-05,4.413559907069442e-05,4.4135599070692945e-05
127,-0.0750111069630459,-0.0750111069630459,-0.0750111069630459,-0.0750111069630459,4.106543935975012e-05,4.1065439359750676e-05,4.106543935974897e-05,4.106543935974782e-05
128,-0.0770513242775789,-0.0770513242775789,-0.0770513242775789,-0.0770513242775789,3.8744577409962766e-05,3.874457740996326e-05,3.874457740996128e-05,3.874457740996044e-05
129,-0.079015501237569,-0.079015501237569,-0.079015501237569,-0.079015501237569,3.713349049838055e-05,3.713349049838098e-05,3.7133490498378796e-05,3.713349049837822e-05
130,-0.0809016994374947,-0.0809016994374947,-0.0809016994374947,-0.0809016994374947,3.6130409560784966e-05,3.613040956078533e-05,3.613040956078298e-05,3.6130409560782615e-05
131,-0.0827080574274561,-0.0827080574274561,-0.0827080574274561,-0.0827080574274561,3.560066065087493e-05,3.560066065087526e-05,3.56006606508728e-05,3.5600660650872575e-05
132,-0.0844327925502015,-0.0844327925502015,-0.0844327925502015,-0.0844327925502015,3.538768771178468e-05,3.538768771178497e-05,3.538768771178245e-05,3.538768771178232e-05
133,-0.0860742027003943,-0.0860742027003943,-0.0860742027003943,-0.0860742027003943,3.534482061656793e-05,3.53448206165682e-05,3.5344820616565666e-05,3.534482061656557e-05
134,-0.0876306680043863,-0.0876306680043863,-0.0876306680043863,-0.0876306680043863,3.5344173673933984e-05,3.534417367393426e-05,3.534417367393173e-05,3.534417367393163e-05
135,-0.0891006524188367,-0.0891006524188367,-0.0891006524188367,-0.0891006524188367,3.5285776945607546e-05,3.528577694560784e-05,3.5285776945605324e-05,3.528577694560519e-05
136,-0.0904827052466019,-0.0904827052466019,-0.0904827052466019,-0.0904827052466019,3.5097512320416335e-05,3.5097512320416653e-05,3.5097512320414167e-05,3.509751232041398e-05
137,-0.0917754625683981,-0.0917754625683981,-0.0917754625683981,-0.0917754625683981,3.4731657420068705e-05,3.4731657420069064e-05,3.473165742006661e-05,3.4731657420066346e-05
138,-0.0929776485888251,-0.0929776485888251,-0.0929776485888251,-0.0929776485888251,3.4161435186492935e-05,3.416143518649333e-05,3.4161435186490916e-05,3.416143518649057e-05
139,-0.0940880768954225,-0.0940880768954225,-0.0940880768954225,-0.0940880768954225,3.337713862073742e-05,3.337713862073786e-05,3.337713862073549e-05,3.337713862073506e-05
140,-0.0951056516295153,-0.0951056516295153,-0.0951056516295153,-0.0951056516295153,3.238114920691967e-05,3.2381149206920155e-05,3.238114920691782e-05,3.23811492069173e-05
141,-0.0960293685676943,-0.0960293685676943,-0.0960293685676943,-0.0960293685676943,3.118750732840474e-05,3.118750732840527e-05,3.118750732840298e-05,3.118750732840238e-05
142,-0.0968583161128631,-0.0968583161128631,-0.0968583161128631,-0.0968583161128631,2.981580291664255e-05,2.9815802916643123e-05,2.981580291664087e-05,2.981580291664021e-05
143,-0.0975916761938747,-0.0975916761938747,-0.0975916761938747,-0.0975916761938747,2.8293511385970288e-05,2.82935113859709e-05,2.8293511385968702e-05,2.829351138596797e-05
144,-0.0982287250728688,-0.0982287250728688,-0.0982287250728688,-0.0982287250728688,2.6649882788853914e-05,2.664988278885456e-05,2.6649882788852424e-05,2.6649882788851638e-05
145,-0.0987688340595137,-0.0987688340595137,-0.0987688340595137,-0.0987688340595137,2.491903889824637e-05,2.4919038898247047e-05,2.4919038898244983e-05,2.4919038898244153e-05
146,-0.0992114701314477,-0.0992114701314477,-0.0992114701314477,-0.0992114701314477,2.3135296075201968e-05,2.313529607520266e-05,2.3135296075200687e-05,2.3135296075199837e-05
147,-0.099556196460308,-0.099556196460308,-0.099556196460308,-0.099556196460308,2.133530759059253e-05,2.1335307590593226e-05,2.133530759059137e-05,2.1335307590590505e-05
148,-0.0998026728428271,-0.0998026728428271,-0.0998026728428271,-0.0998026728428271,1.9555696703050552e-05,1.9555696703051236e-05,1.9555696703049515e-05,1.9555696703048675e-05
149,-0.0999506560365731,-0.0999506560365731,-0.0999506560365731,-0.0999506560365731,1.783338697529088e-05,1.7833386975291536e-05,1.7833386975289988e-05,1.7833386975289178e-05
150,-0.1,-0.1,-0.1,-0.1,1.6205328255315356e-05,1.620532825531598e-05,1.6205328255314625e-05,1.6205328255313886e-05
151,-0.0999506560365731,-0.0999506560365731,-0.0999506560365731,-0.0999506560365731,1.4706744067171137e-05,1.4706744067171694e-05,1.470674406717058e-05,1.4706744067169922e-05
152,-0.0998026728428271,-0.0998026728428271,-0.0998026728428271,-0.0998026728428271,1.337135020860735e-05,1.337135020860784e-05,1.3371350208606983e-05,1.3371350208606455e-05
153,-0.099556196460308,-0.099556196460308,-0.099556196460308,-0.099556196460308,1.2227079833054426e-05,1.2227079833054823e-05,1.2227079833054257e-05,1.2227079833053869e-05
154,-0.0992114701314478,-0.0992114701314478,-0.0992114701314478,-0.0992114701314478,1.1294399680634872e-05,1.1294399680635178e-05,1.1294399680634907e-05,1.1294399680634696e-05
155,-0.0987688340595137,-0.0987688340595137,-0.0987688340595137,-0.0987688340595137,1.0580159184732743e-05,1.0580159184732951e-05,1.0580159184732975e-05,1.0580159184732934e-05
156,-0.0982287250728688,-0.0982287250728688,-0.0982287250728688,-0.0982287250728688,1.0075554301318491e-05,1.0075554301318611e-05,1.0075554301318896e-05,1.0075554301319028e-05
157,-0.0975916761938747,-0.0975916761938747,-0.0975916761938747,-0.0975916761938747,9.754667425603015e-06,9.754667425603066e-06,9.754667425603562e-06,9.754667425603844e-06
158,-0.0968583161128631,-0.0968583161128631,-0.0968583161128631,-0.0968583161128631,9.578973471667378e-06,9.57897347166738e-06,9.578973471668025e-06,9.578973471668427e-06
159,-0.0960293685676943,-0.0960293685676943,-0.0960293685676943,-0.0960293685676943,9.503797570172441e-06,9.503797570172428e-06,9.503797570173156e-06,9.503797570173642e-06
160,-0.0951056516295153,-0.0951056516295153,-0.0951056516295153,-0.0951056516295153,9.485381337067976e-06,9.485381337067964e-06,9.48538133706872e-06,9.485381337069259e-06
161,-0.0940880768954225,-0.0940880768954225,-0.0940880768954225,-0.0940880768954225,9.48575582833555e-06,9.485755828335562e-06,9.485755828336298e-06,9.48575582833686e-06
162,-0.0929776485888251,-0.0929776485888251,-0.0929776485888251,-0.0929776485888251,9.474961022673081e-06,9.474961022673142e-06,9.474961022673808e-06,9.474961022674379e-06
163,-0.0917754625683981,-0.0917754625683981,-0.0917754625683981,-0.0917754625683981,9.431288781077552e-06,9.43128878107766e-06,9.431288781078242e-06,9.431288781078806e-06
164,-0.0904827052466019,-0.0904827052466019,-0.0904827052466019,-0.0904827052466019,9.340510471699413e-06,9.340510471699598e-06,9.340510471700058e-06,9.340510471700618e-06
165,-0.0891006524188368,-0.0891006524188368,-0.0891006524188368,-0.0891006524188368,9.194529377316626e-06,9.194529377316867e-06,9.194529377317209e-06,9.194529377317761e-06
166,-0.0876306680043863,-0.0876306680043863,-0.0876306680043863,-0.0876306680043863,8.99029169454565e-06,8.990291694545978e-06,8.99029169454617e-06,8.99029169454673e-06
167,-0.0860742027003943,-0.0860742027003943,-0.0860742027003943,-0.0860742027003943,8.728521813472448e-06,8.728521813472833e-06,8.728521813472894e-06,8.728521813473473e-06
168,-0.0844327925502015,-0.0844327925502015,-0.0844327925502015,-0.0844327925502015,8.41296357436401e-06,8.412963574364484e-06,8.412963574364391e-06,8.412963574365006e-06
169,-0.0827080574274561,-0.0827080574274561,-0.0827080574274561,-0.0827080574274561,8.049533517809593e-06,8.04953351781013e-06,8.0495335178099e-06,8.049533517810573e-06
170,-0.0809016994374947,-0.0809016994374947,-0.0809016994374947,-0.0809016994374947,7.645806978551597e-06,7.645806978552217e-06,7.645806978551848e-06,7.645806978552594e-06
